WKT,color
"LINESTRING (10.906019831361 49.903335774200,10.905907293565 49.903146024822)",ff0aff04
"LINESTRING (10.906019831361 49.903335774200,10.905995813650 49.903130472135)",ff0aff04
"LINESTRING (10.906019831361 49.903335774200,10.905824123530 49.903251419846)",ff0aff04
"LINESTRING (10.906019831361 49.903335774200,10.906011849413 49.903270117574)",ff79ebff
"LINESTRING (10.906019831361 49.903335774200,10.906011849413 49.903270117574)",ff0aff04
"LINESTRING (10.906019831361 49.903335774200,10.906226368641 49.903003867139)",ff0aff04
"LINESTRING (10.906019831361 49.903335774200,10.905760897578 49.903194233080)",ff79ebff
"LINESTRING (10.906019831361 49.903335774200,10.905760897578 49.903194233080)",ff0aff04
"LINESTRING (10.997464512660 49.692763275923,10.997367282582 49.692808561584)",ff7cff79
"LINESTRING (10.997464512660 49.692763275923,10.997408856822 49.692662125858)",ff0aff04
"LINESTRING (10.997408856822 49.692662125858,10.997367282582 49.692808561584)",ff7cff79
"LINESTRING (10.997408856822 49.692662125858,10.997464512660 49.692763275923)",ff0aff04
"LINESTRING (10.892890547590 49.901734361179,10.892847560378 49.901716284988)",ff0aff04
"LINESTRING (11.047503825598 49.722587136330,11.047525204216 49.722541777797)",ff79ebff
"LINESTRING (11.047503825598 49.722587136330,11.047369707962 49.722528184301)",ff7cff79
"LINESTRING (11.047503825598 49.722587136330,11.049115811658 49.723190585064)",ff53acff
"LINESTRING (10.033736099185 50.132502711767,10.033698433274 50.132556890748)",ff0aff04
"LINESTRING (11.543985985231 49.950398539336,11.544093316708 49.950429577220)",ff0aff04
"LINESTRING (10.523229854229 50.138205137124,10.523191592055 50.137945520226)",ff0aff04
"LINESTRING (12.981502560336 47.841011714516,12.981615148435 47.841185174490)",ff79ebff
"LINESTRING (11.326922935341 49.610629153166,11.326928292573 49.610570065307)",ff0aff04
"LINESTRING (11.326922935341 49.610629153166,11.326855858555 49.610507506000)",ff0aff04
"LINESTRING (10.966522556652 49.472105209989,10.966847046450 49.472000670347)",ff0aff04
"LINESTRING (10.966847046450 49.472000670347,10.966522556652 49.472105209989)",ff0aff04
"LINESTRING (11.544093316708 49.950429577220,11.543985985231 49.950398539336)",ff7cff79
"LINESTRING (10.520334376088 50.035782787925,10.520278951355 50.035814110989)",ff0aff04
"LINESTRING (10.520334376088 50.035782787925,10.520344566075 50.035830938974)",ff0aff04
"LINESTRING (10.520334376088 50.035782787925,10.509678060703 50.031500082023)",ff4949ff
"LINESTRING (11.326861251719 49.610542247728,11.326928292573 49.610570065307)",ff0aff04
"LINESTRING (11.326861251719 49.610542247728,11.326855858555 49.610507506000)",ff0aff04
"LINESTRING (11.326861251719 49.610542247728,11.326778074493 49.610537052304)",ff0aff04
"LINESTRING (10.958207600906 49.473228924052,10.958331047198 49.473225396209)",ff0aff04
"LINESTRING (12.876853730501 47.724644459637,12.877034321356 47.724608863270)",ff0aff04
"LINESTRING (12.875267415102 47.726501862062,12.876184742060 47.726042008581)",ff6a6aff
"LINESTRING (12.875267415102 47.726501862062,12.875284896871 47.726267065152)",ff53acff
"LINESTRING (12.875267415102 47.726501862062,12.875263439198 47.726370358394)",ff6a6aff
"LINESTRING (10.160721903481 50.536163782678,10.160923754083 50.536064860198)",ff0aff04
"LINESTRING (12.538332618847 47.896517900624,12.536847422237 47.896881057518)",ff0aff04
"LINESTRING (10.982540622648 49.472618724976,10.982487488567 49.472538218667)",ff79ebff
"LINESTRING (10.982540622648 49.472618724976,10.982572379267 49.472687479621)",ff0aff04
"LINESTRING (10.982487488567 49.472538218667,10.982540622648 49.472618724976)",ff0aff04
"LINESTRING (10.982572379267 49.472687479621,10.982487488567 49.472538218667)",ff6a6aff
"LINESTRING (10.982572379267 49.472687479621,10.982540622648 49.472618724976)",ff7cff79
"LINESTRING (10.033698433274 50.132556890748,10.033736099185 50.132502711767)",ff0aff04
"LINESTRING (10.958331047198 49.473225396209,10.958207600906 49.473228924052)",ff0aff04
"LINESTRING (11.069763442280 49.466816833779,11.069929746424 49.466917930913)",ff7cff79
"LINESTRING (11.088155356680 49.447751343710,11.092973547662 49.445545837931)",ff0aff04
"LINESTRING (10.523577173971 50.137909355360,10.522686544034 50.137472568065)",ff7cff79
"LINESTRING (10.520344566075 50.035830938974,10.520278951355 50.035814110989)",ff0aff04
"LINESTRING (10.520344566075 50.035830938974,10.520334376088 50.035782787925)",ff7cff79
"LINESTRING (10.160923754083 50.536064860198,10.160721903481 50.536163782678)",ff7cff79
"LINESTRING (10.995742376365 49.481875214149,10.997638820312 49.482665439484)",ff6a6aff
"LINESTRING (11.188574594358 49.780686870084,11.188582648173 49.780679937673)",ff7cff79
"LINESTRING (9.8780619859501 49.779256251267,9.8778393769755 49.779237190048)",ff0aff04
"LINESTRING (9.8778393769755 49.779237190048,9.8780619859501 49.779256251267)",ff0aff04
"LINESTRING (9.8778393769755 49.779237190048,9.8772305155297 49.779214096762)",ff0aff04
"LINESTRING (9.8772305155297 49.779214096762,9.8778393769755 49.779237190048)",ff0aff04
"LINESTRING (9.8590839873199 49.656184755752,9.8589311786448 49.656175738925)",ff0aff04
"LINESTRING (9.8589311786448 49.656175738925,9.8590839873199 49.656184755752)",ff0aff04
"LINESTRING (10.997367282582 49.692808561584,10.997464512660 49.692763275923)",ff0aff04
"LINESTRING (10.997367282582 49.692808561584,10.997408856822 49.692662125858)",ff0aff04
"LINESTRING (11.092973547662 49.445545837931,11.088155356680 49.447751343710)",ff79ebff
"LINESTRING (11.118748884159 49.435133694196,11.118827077711 49.435124270518)",ff0aff04
"LINESTRING (11.118748884159 49.435133694196,11.118827077711 49.435124270518)",ff0aff04
"LINESTRING (11.118748884159 49.435133694196,11.118657427784 49.435126747367)",ff0aff04
"LINESTRING (11.118748884159 49.435133694196,11.118730804367 49.435056957469)",ff0aff04
"LINESTRING (11.118748884159 49.435133694196,11.118730804367 49.435056957469)",ff0aff04
"LINESTRING (11.118748884159 49.435133694196,11.118684430881 49.435193678151)",ff0aff04
"LINESTRING (12.536847422237 47.896881057518,12.538332618847 47.896517900624)",ff0aff04
"LINESTRING (12.876405989876 47.722315378188,12.876697016742 47.722391019851)",ff0aff04
"LINESTRING (12.876405989876 47.722315378188,12.876126614774 47.722415519591)",ff0aff04
"LINESTRING (10.515629101714 50.026300890994,10.515770947097 50.026235582881)",ff79ebff
"LINESTRING (10.515629101714 50.026300890994,10.516281088853 50.025988071795)",ff53acff
"LINESTRING (10.515629101714 50.026300890994,10.515627113639 50.026398888728)",ff0aff04
"LINESTRING (10.515629101714 50.026300890994,10.515806685094 50.026254851403)",ff79ebff
"LINESTRING (9.2145250643067 49.807540682059,9.2143972461654 49.807416369997)",ff0aff04
"LINESTRING (10.534343517838 50.124101775207,10.534295281195 50.124206301338)",ff79ebff
"LINESTRING (11.188582648173 49.780679937673,11.188574594358 49.780686870084)",ff4949ff
"LINESTRING (9.9715349081509 49.979201580859,9.9714149080475 49.979086574261)",ff7cff79
"LINESTRING (9.9131546891561 49.798666384822,9.9147639427005 49.799468361215)",ff79ebff
"LINESTRING (9.9131546891561 49.798666384822,9.9149543364200 49.799846056874)",ff0aff04
"LINESTRING (10.534295281195 50.124206301338,10.534343517838 50.124101775207)",ff7cff79
"LINESTRING (10.534295281195 50.124206301338,10.533911030908 50.123538052059)",ff0aff04
"LINESTRING (10.534295281195 50.124206301338,10.532659140882 50.122259633162)",ff79ebff
"LINESTRING (10.534295281195 50.124206301338,10.532584046217 50.122269488188)",ff79ebff
"LINESTRING (10.990640994486 49.467259565058,10.990662452157 49.466924884762)",ff0aff04
"LINESTRING (10.990640994486 49.467259565058,10.990780591965 49.467217652233)",ff0aff04
"LINESTRING (10.990640994486 49.467259565058,10.990710624123 49.467243947026)",ff0aff04
"LINESTRING (9.9714149080475 49.979086574261,9.9715349081509 49.979201580859)",ff0aff04
"LINESTRING (10.906226368641 49.903003867139,10.905907293565 49.903146024822)",ff0aff04
"LINESTRING (10.906226368641 49.903003867139,10.905824123530 49.903251419846)",ff0aff04
"LINESTRING (10.906226368641 49.903003867139,10.906011849413 49.903270117574)",ff0aff04
"LINESTRING (10.906226368641 49.903003867139,10.905760897578 49.903194233080)",ff0aff04
"LINESTRING (10.906226368641 49.903003867139,10.906019831361 49.903335774200)",ff0aff04
"LINESTRING (10.906011849413 49.903270117574,10.905907293565 49.903146024822)",ff0aff04
"LINESTRING (10.906011849413 49.903270117574,10.905995813650 49.903130472135)",ff79ebff
"LINESTRING (10.906011849413 49.903270117574,10.905824123530 49.903251419846)",ff0aff04
"LINESTRING (10.906011849413 49.903270117574,10.906226368641 49.903003867139)",ff0aff04
"LINESTRING (10.906011849413 49.903270117574,10.905760897578 49.903194233080)",ff7cff79
"LINESTRING (10.906011849413 49.903270117574,10.905760897578 49.903194233080)",ff0aff04
"LINESTRING (10.906011849413 49.903270117574,10.906019831361 49.903335774200)",ff0aff04
"LINESTRING (9.9147639427005 49.799468361215,9.9131546891561 49.798666384822)",ff1e1eff
"LINESTRING (10.905907293565 49.903146024822,10.905824123530 49.903251419846)",ff0aff04
"LINESTRING (10.905907293565 49.903146024822,10.906011849413 49.903270117574)",ff0aff04
"LINESTRING (10.905907293565 49.903146024822,10.906226368641 49.903003867139)",ff0aff04
"LINESTRING (10.905907293565 49.903146024822,10.905760897578 49.903194233080)",ff0aff04
"LINESTRING (10.905907293565 49.903146024822,10.906019831361 49.903335774200)",ff0aff04
"LINESTRING (10.905824123530 49.903251419846,10.905907293565 49.903146024822)",ff0aff04
"LINESTRING (10.905824123530 49.903251419846,10.906011849413 49.903270117574)",ff0aff04
"LINESTRING (10.905824123530 49.903251419846,10.906226368641 49.903003867139)",ff0aff04
"LINESTRING (10.905824123530 49.903251419846,10.905760897578 49.903194233080)",ff0aff04
"LINESTRING (10.905824123530 49.903251419846,10.906019831361 49.903335774200)",ff0aff04
"LINESTRING (10.905995813650 49.903130472135,10.906011849413 49.903270117574)",ff53acff
"LINESTRING (10.905995813650 49.903130472135,10.906019831361 49.903335774200)",ff53acff
"LINESTRING (10.990662452157 49.466924884762,10.990640994486 49.467259565058)",ff0aff04
"LINESTRING (10.990662452157 49.466924884762,10.990780591965 49.467217652233)",ff0aff04
"LINESTRING (10.990662452157 49.466924884762,10.990710624123 49.467243947026)",ff0aff04
